cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,choice_pain.rt,choice_pain.stopped,Choice.stopped,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,8,20,10,,,,,,,,4.8,1035.7093495000008,1040.511192799997,1040.5112167299988,0.30513509998854715,1040.9593468999956,1040.9593468999956,n,1044.641796099997,1044.641796099997,12,3.136,0.4709690000017872,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,9,21,0,,,,,,,,3,1044.641796099997,1047.6439941999997,1047.6441023299878,0.3046372000098927,1048.0882031999936,1048.0882031999936,m,1049.964009999996,1049.964009999996,45,1.191,0.6158012999949278,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,10,22,8,,,,,,,,3.8,1049.964009999996,1053.7698338999908,1053.769795329997,0.3014646000083303,1054.2144102999882,1054.2144102999882,n,1055.9720448000007,1055.9720448000007,14,1.17,0.5028232000040589,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,4,4,4,1,11,23,11,,,,,,,,4.1,1055.9720448000007,1060.0759508999909,1060.0759888299974,0.3051689999992959,1060.5201308999967,1060.5201308999967,m,1063.4807383999869,1063.4807383999869,46,1.78,1.092663099989295,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,5,5,5,0,0,0,2,,,,,,,,3.5,1063.4807383999869,1066.9865284999978,1066.9865874299896,0.3054011999920476,1067.4312418999907,1067.4312418999907,n,1071.9496037999925,1071.9496037999925,12,3.913,0.5309621000051266,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,5,5,5,0,1,1,1,,,,,,,,4.6,1071.9496037999925,1076.550132599994,1076.550281629988,0.30528899999626447,1076.9944742999942,1076.9944742999942,m,1079.621834199992,1079.621834199992,42,1.533,1.0132796000107192,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,5,5,5,0,2,2,0,,,,,,,,3.3,1079.621834199992,1082.9259677999944,1082.925994329987,0.3051370000030147,1083.3700727999967,1083.3700727999967,n,1085.0708526999952,1085.0708526999952,10,0.795,0.8237940999970306,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,5,5,5,0,3,3,3,,,,,,,,4.2,1085.0708526999952,1089.273989399997,1089.273864029997,0.3052289000042947,1089.7180777999893,1089.7180777999893,n,1096.3028327999928,1096.3028327999928,45,5.941,0.5825070999999298,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,5,5,5,1,0,4,3,,,,,,,,4.4,1096.3028327999928,1100.7058454999933,1100.7058186299867,0.30519009999989066,1101.1499087999982,1101.1499087999982,m,1104.2306222999905,1104.2306222999905,46,2.28,0.7347292000049492,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,5,5,5,1,1,5,1,,,,,,,,3.1,1104.2306222999905,1107.33166299999,1107.3316776299937,0.3051891000068281,1107.7762015999906,1107.7762015999906,m,1110.2535427999974,1110.2535427999974,46,1.72,0.6463110000040615,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,5,5,5,1,2,6,0,,,,,,,,5,1110.2535427999974,1115.2565933999867,1115.2566786299897,0.3049613000039244,1115.7041488999967,1115.7041488999967,n,1116.9962763999938,1116.9962763999938,10,0.678,0.555724600009853,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,5,5,5,1,3,7,2,,,,,,,,4.6,1116.9962763999938,1121.5978914000007,1121.5975820299966,0.3049404999910621,1122.0414143999951,1122.0414143999951,n,1126.666193699988,1126.666193699988,11,2.606,1.9478541999997105,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,0,0,0,11,,,,,,,,4.6,1126.666193699988,1131.2719915999915,1131.272174629997,0.30472450000524987,1131.7161398999888,1131.7161398999888,None,1136.18884599999,1136.18884599999,13,1.963,,1134.1835256999912,1134.1835256999912,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,0,1,1,6,,,,,,,,3.8,1136.18884599999,1139.98823979999,1139.9882093299996,0.30520550000073854,1140.436804699988,1140.436804699988,m,1142.547905799991,1142.547905799991,48,1.433,0.6252945000014734,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,0,2,2,10,,,,,,,,4.9,1142.547905799991,1147.4474808999948,1147.4475491299993,0.30152609999640845,1147.8920821999927,1147.8920821999927,m,1149.932365799992,1149.932365799992,49,1.189,0.7792209000035655,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,0,3,3,1,,,,,,,,3.5,1149.932365799992,1153.434306199997,1153.4342808299873,0.30515179999929387,1153.878435199993,1153.878435199993,n,1155.9091972999886,1155.9091972999886,12,1.226,0.726106100002653,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,0,4,4,9,,,,,,,,4.7,1155.9091972999886,1160.6087485999888,1160.6087529299868,0.3053439000068465,1161.052879099996,1161.052879099996,m,1163.8828424999956,1163.8828424999956,47,2.011,0.7474728999950457,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,0,5,5,3,,,,,,,,4.3,1163.8828424999956,1168.186092799995,1168.1860462299985,0.3050948000018252,1168.6301855999918,1168.6301855999918,n,1172.4323750999902,1172.4323750999902,12,2.925,0.7936250000057044,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,0,6,6,7,,,,,,,,5,1172.4323750999902,1177.4373339999875,1177.4371462299925,0.3050433000025805,1177.8814507999923,1177.8814507999923,m,1181.7468346999958,1181.7468346999958,48,2.782,1.0219855000032112,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,0,7,7,8,,,,,,,,4.6,1181.7468346999958,1186.3482312999986,1186.3485226299993,0.2996444000018528,1186.792364199995,1186.792364199995,m,1189.5943775999913,1189.5943775999913,48,1.526,1.1998377999989316,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,0,8,8,0,,,,,,,,3.2,1189.5943775999913,1192.793552499992,1192.7935128299898,0.30530210000870284,1193.2411992999987,1193.2411992999987,n,1195.39497329999,1195.39497329999,11,1.553,0.5197833999991417,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,0,9,9,5,,,,,,,,3.2,1195.39497329999,1198.5994009999995,1198.5993886299868,0.30507639999268577,1199.0434995999967,1199.0434995999967,m,1201.7389796999923,1201.7389796999923,46,1.586,1.0393096000043442,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,0,10,10,4,,,,,,,,3.3,1201.7389796999923,1205.0445291999931,1205.0446902299911,0.30481879999570083,1205.4910990999924,1205.4910990999924,n,1210.5753020999982,1210.5753020999982,10,3.169,1.8567182999977376,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,0,11,11,2,,,,,,,,4.1,1210.5753020999982,1214.677621099996,1214.6777308299963,0.3049991999869235,1215.1220341000007,1215.1220341000007,n,1216.9663922999898,1216.9663922999898,8,1.107,0.6790682999999262,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,1,0,12,11,,,,,,,,4,1216.9663922999898,1220.9701088000002,1220.970157529987,0.3050939000095241,1221.4179199999926,1221.4179199999926,n,1224.2073500999977,1224.2073500999977,9,1.426,1.2953462000004947,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,1,1,13,6,,,,,,,,4.5,1224.2073500999977,1228.7076783999946,1228.7075090299943,0.30515259999083355,1229.1552722999913,1229.1552722999913,m,1231.0763450999948,1231.0763450999948,47,1.233,0.6093748999992386,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,1,2,14,0,,,,,,,,4.4,1231.0763450999948,1235.4792977999896,1235.4793698299939,0.3047032000031322,1235.9232365999924,1235.9232365999924,n,1240.0421816999879,1240.0421816999879,11,3.594,0.470473099994706,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,1,3,15,3,,,,,,,,4.8,1240.0421816999879,1244.8413115000003,1244.8414919300005,0.3045048000058159,1245.2852853999939,1245.2852853999939,n,1246.6244679999945,1246.6244679999945,10,0.745,0.5361287999985507,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,1,4,16,4,,,,,,,,3,1246.6244679999945,1249.6264152999938,1249.6264105299954,0.3048791000037454,1250.0704146999924,1250.0704146999924,n,1254.0406252999965,1254.0406252999965,8,3.407,0.514541199998348,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,1,5,17,2,,,,,,,,3.5,1254.0406252999965,1257.5443705999933,1257.5446110299993,0.30021130001114216,1257.9880712999875,1257.9880712999875,n,1260.7843479000003,1260.7843479000003,9,2.184,0.533942099995329,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,1,6,18,9,,,,,,,,3.4,1260.7843479000003,1264.184140799989,1264.1839503299882,0.3048369000025559,1264.6278373999958,1264.6278373999958,m,1267.6714432000008,1267.6714432000008,50,1.727,1.2639167000015732,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,1,7,19,5,,,,,,,,3.7,1267.6714432000008,1271.3732140999928,1271.3722830299987,0.30490540000027977,1271.8161999999866,1271.8161999999866,m,1274.765435399997,1274.765435399997,45,2.058,0.8389334999956191,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,1,8,20,10,,,,,,,,3,1274.765435399997,1277.7684611000004,1277.7684187299922,0.3052542000077665,1278.2127062999934,1278.2127062999934,m,1281.0132395999972,1281.0132395999972,47,2.135,0.611219099999289,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,1,9,21,8,,,,,,,,4.5,1281.0132395999972,1285.512893399995,1285.5128892299865,0.30541999998968095,1285.9604980999866,1285.9604980999866,m,1288.0124458999926,1288.0124458999926,49,1.517,0.4677564000012353,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,1,10,22,1,,,,,,,,4.4,1288.0124458999926,1292.4160883000004,1292.4161250299978,0.3054363000119338,1292.8629471999884,1292.8629471999884,n,1297.5858413999958,1297.5858413999958,9,4.059,0.5871188000019174,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,1,11,23,7,,,,,,,,4.7,1297.5858413999958,1302.2852236999897,1302.2853131299955,0.30516249999345746,1302.7294085999893,1302.7294085999893,m,1307.6288570999895,1307.6288570999895,46,2.213,0.65397220000159,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
,,,,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,1,,,,,0,6,6,6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,1307.6288570999895,1400.9566147000005,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,7,7,7,0,0,0,0,,,,,,,,5,1402.6384891999915,1407.6380236999976,1407.63827762999,0.3047772999998415,1408.0821519999881,1408.0821519999881,n,1410.9290571999882,1410.9290571999882,11,2.157,0.6315310000063619,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,7,7,7,0,1,1,2,,,,,,,,4.7,1410.9290571999882,1415.631957199992,1415.6319804299885,0.30521170000429265,1416.0761653999944,1416.0761653999944,n,1419.335899400001,1419.335899400001,9,2.635,0.5452765000081854,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,7,7,7,0,2,2,1,,,,,,,,3.9,1419.335899400001,1423.2375344999891,1423.2375441299985,0.3051021999999648,1423.6850446999888,1423.6850446999888,m,1425.7900950999901,1425.7900950999901,50,1.579,0.46492960001342,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,7,7,7,0,3,3,3,,,,,,,,4.7,1425.7900950999901,1430.4953665999928,1430.495444929987,0.3047301000042353,1430.9394634999917,1430.9394634999917,m,1434.2930286999908,1434.2930286999908,47,2.059,1.224536800000351,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,7,7,7,1,0,4,1,,,,,,,,3.7,1434.2930286999908,1437.9960515999992,1437.9960094299925,0.30491920000349637,1438.4437064999947,1438.4437064999947,m,1439.7566449999867,1439.7566449999867,50,0.692,0.5710124999895925,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,7,7,7,1,1,5,3,,,,,,,,4.1,1439.7566449999867,1443.8576025999937,1443.8576289299992,0.30507100000977516,1444.3018617999915,1444.3018617999915,m,1447.4585197999986,1447.4585197999986,47,1.99,1.0958150000078604,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,7,7,7,1,2,6,0,,,,,,,,4.2,1447.4585197999986,1451.6640673999937,1451.664158429997,0.30499049999343697,1452.108239299996,1452.108239299996,n,1455.5769569999975,1455.5769569999975,11,2.879,0.5381905999965966,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,7,7,7,1,3,7,2,,,,,,,,4.1,1455.5769569999975,1459.6788706999941,1459.6789478299936,0.30535779999627266,1460.126751399992,1460.126751399992,n,1462.0965403999871,1462.0965403999871,8,1.393,0.5164040999952704,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,7,7,7,2,0,8,2,,,,,,,,3.8,1462.0965403999871,1465.9020366999903,1465.9020231299976,0.29927450000832323,1466.3427152999939,1466.3427152999939,n,1468.7278770999983,1468.7278770999983,10,1.859,0.4708404000120936,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,7,7,7,2,1,9,0,,,,,,,,4.2,1468.7278770999983,1472.9308147999982,1472.9308326299972,0.30130940000526607,1473.375183199998,1473.375183199998,n,1477.1203968999907,1477.1203968999907,9,3.164,0.49739709999994375,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,7,7,7,2,2,10,3,,,,,,,,3.6,1477.1203968999907,1480.7232872999884,1480.72333412999,0.299119300005259,1481.16585759999,1481.16585759999,m,1483.303046999994,1483.303046999994,44,1.573,0.5021842999994988,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,7,7,7,2,3,11,1,,,,,,,,3.1,1483.303046999994,1486.4043061999982,1486.404315829993,0.3051409000036074,1486.8484888999956,1486.8484888999956,m,1489.1198337999958,1489.1198337999958,46,1.725,0.4720110000052955,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,0,0,0,8,,,,,,,,4.6,1489.1198337999958,1493.7251025000005,1493.7253245299974,0.3042367000016384,1494.1689890999987,1494.1689890999987,n,1495.3029364999966,1495.3029364999966,10,0.642,0.4219367999903625,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,0,1,1,11,,,,,,,,4.2,1495.3029364999966,1499.5034656999924,1499.504943929994,0.3035861999960616,1499.9474027999968,1499.9474027999968,m,1501.582267699996,1501.582267699996,48,1.018,0.5655082000012044,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,0,2,2,1,,,,,,,,4.3,1501.582267699996,1505.8862191999942,1505.8864571299957,0.3048112999967998,1506.3337840999884,1506.3337840999884,m,1509.0142909999995,1509.0142909999995,46,2.027,0.5913233000028413,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,0,3,3,4,,,,,,,,4,1509.0142909999995,1513.0186260999908,1513.018724729994,0.30490519999875687,1513.4627915999881,1513.4627915999881,m,1514.8481421999895,1514.8481421999895,50,0.844,0.4671011000027647,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,0,4,4,7,,,,,,,,3.5,1514.8481421999895,1518.3525533999928,1518.352539029994,0.30502590000105556,1518.8012770999921,1518.8012770999921,n,1520.2781793999893,1520.2781793999893,8,1.012,0.4179522999911569,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,0,5,5,5,,,,,,,,4,1520.2781793999893,1524.2837767999881,1524.2838200299914,0.30507899999793153,1524.7279839999974,1524.7279839999974,n,1528.3662848999957,1528.3662848999957,10,1.879,1.6743732000031741,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,0,6,6,0,,,,,,,,5,1528.3662848999957,1533.3682026999886,1533.3682749299944,0.3052231000037864,1533.8125269999873,1533.8125269999873,m,1535.2382295999996,1535.2382295999996,50,0.789,0.5612715000024764,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
