cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_5,prob20hthp_12trials.xlsx,2,24,20,80,0,,,,,0,3,3,3,1,11,23,11,,,,,,,,4.5,518.7765049000009,523.2811547999881,523.2809906899886,0.29982870000822004,523.7255709000019,523.7255709000019,m,0.5120930999983102,525.7093983999948,525.7093983999948,83,1.248,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,4,4,4,0,0,0,1,,,,,,,,3.9,525.7093983999948,529.6085460999893,529.6086725899906,0.30661070000496693,530.056506199995,530.056506199995,m,1.0077971999999136,532.2117843000015,532.2117843000015,60,0.934,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,4,4,4,0,1,1,3,,,,,,,,3.9,532.2117843000015,536.1182704999956,536.116388589998,0.2995504999998957,536.5607947999961,536.5607947999961,m,0.5327098000125261,539.4803477999958,539.4803477999958,89,2.172,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,4,4,4,0,2,2,0,,,,,,,,3.1,539.4803477999958,542.581889699999,542.5820234899977,0.30094800000370014,543.0266291000007,543.0266291000007,m,1.156146200009971,545.9027735999989,545.9027735999989,35,1.503,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,4,4,4,0,3,3,2,,,,,,,,3.2,545.9027735999989,549.1040066999994,549.1041844899985,0.3005973000108497,549.5488191999902,549.5488191999902,n,0.5474340000073425,552.3397752000019,552.3397752000019,25,2.033,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,4,4,4,1,0,4,2,,,,,,,,3.2,552.3397752000019,555.5422693,555.5423372899925,0.2997083000082057,555.986302499994,555.986302499994,n,0.5840740000130609,557.5941941999918,557.5941941999918,31,0.817,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,4,4,4,1,1,5,0,,,,,,,,4.6,557.5941941999918,562.1953682000021,562.1954657900017,0.3050344000075711,562.6397282999969,562.6397282999969,n,0.5966774000116857,564.5575691999984,564.5575691999984,18,1.114,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,4,4,4,1,2,6,3,,,,,,,,4.6,564.5575691999984,569.161846899995,569.1618163899941,0.3020805999985896,569.6059947999893,569.6059947999893,m,0.5231294000113849,571.7144164999918,571.7144164999918,82,1.383,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_6,prob50_50_4trials.xlsx,2,8,50,50,0,,,,,0,4,4,4,1,3,7,1,,,,,,,,3.8,571.7144164999918,575.5166602999961,575.5164372899992,0.30523740001081023,575.9608473999979,575.9608473999979,m,0.474191500004963,579.0319968999975,579.0319968999975,87,2.393,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,0,0,0,2,,,,,,,,3.5,579.0319968999975,582.5313042999915,582.5313758899968,0.3017905999877257,582.9768331999949,582.9768331999949,n,0.5585319000092568,584.8930312000011,584.8930312000011,13,1.158,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,0,1,1,3,,,,,,,,3.2,584.8930312000011,588.0944832999958,588.0944741899978,0.30515870000817813,588.538698599994,588.538698599994,n,0.7254010000033304,590.6611345999991,590.6611345999991,20,1.184,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,0,2,2,5,,,,,,,,4.3,590.6611345999991,594.9633343999885,594.9633868899939,0.30308500000683125,595.4095258000016,595.4095258000016,m,0.47126430000935216,597.3542636999919,597.3542636999919,89,1.261,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,0,3,3,8,,,,,,,,4,597.3542636999919,601.3597995000018,601.3598404899924,0.30031740000413265,601.8042770999891,601.8042770999891,m,0.5340795000083745,603.9829477000021,603.9829477000021,94,1.449,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,0,4,4,9,,,,,,,,3.1,603.9829477000021,607.0830313999904,607.0832036899913,0.30165280000073835,607.5273869999946,607.5273869999946,m,0.4129370000155177,610.1185088999919,610.1185088999919,94,1.963,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,0,5,5,4,,,,,,,,4.9,610.1185088999919,615.0211309000006,615.0211566899918,0.3031801000033738,615.4655529000011,615.4655529000011,n,0.547656900016591,616.8747023999895,616.8747023999895,20,0.664,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,0,6,6,7,,,,,,,,3.6,616.8747023999895,620.4736152999976,620.4737717899945,0.3010059999942314,620.9175700999913,620.9175700999913,m,0.45198970001365524,623.8081173999963,623.8081173999963,93,2.234,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,0,7,7,11,,,,,,,,4.8,623.8081173999963,628.6131738999975,628.613062389991,0.3054664999945089,629.0578891999903,629.0578891999903,n,0.7755647000158206,631.4292593999999,631.4292593999999,9,1.371,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,0,8,8,1,,,,,,,,4.7,631.4292593999999,636.1354604999942,636.1349134899895,0.3050604000018211,636.5789309999964,636.5789309999964,n,0.7462353000155417,639.2714163999917,639.2714163999917,10,1.733,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,0,9,9,6,,,,,,,,3.8,639.2714163999917,643.0731611999945,643.0731898899933,0.3020706999959657,643.5183436999941,643.5183436999941,m,0.7321586000034586,645.9011490999983,645.9011490999983,93,1.435,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,0,10,10,0,,,,,,,,3.9,645.9011490999983,649.8031866999954,649.8033346900004,0.302244199992856,650.2491387999908,650.2491387999908,n,0.8024155000166502,652.3065002999938,652.3065002999938,12,1.041,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,0,11,11,10,,,,,,,,3.3,652.3065002999938,655.6094050999964,655.6095266899895,0.29968889999145176,656.0538327999966,656.0538327999966,m,0.41831560000719037,658.152898699991,658.152898699991,92,1.468,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,1,0,12,2,,,,,,,,4.9,658.152898699991,663.0546918999898,663.0546940899906,0.3051836000086041,663.49887879999,663.49887879999,n,0.6275543000228936,668.1684647999937,668.1684647999937,6,3.831,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,1,1,13,9,,,,,,,,4.7,668.1684647999937,672.8684171999921,672.8684560899958,0.30414930000551976,673.3127067999885,673.3127067999885,m,0.5247343000082765,675.4206409999897,675.4206409999897,70,1.379,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,1,2,14,6,,,,,,,,4.9,675.4206409999897,680.3207581000024,680.320741889994,0.3037287000042852,680.7651925999962,680.7651925999962,m,0.6016665000061039,682.6892198999994,682.6892198999994,87,1.122,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,1,3,15,3,,,,,,,,4.2,682.6892198999994,686.8912854999944,686.8913596899904,0.30135530000552535,687.3353766999935,687.3353766999935,n,0.7507986000127858,690.2138902000006,690.2138902000006,23,1.907,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,1,4,16,11,,,,,,,,3.3,690.2138902000006,693.5168808000017,693.5168492899932,0.30534130000160076,693.9652319000015,693.9652319000015,n,0.6533252000226639,695.8542084999935,695.8542084999935,18,1.025,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,1,5,17,7,,,,,,,,3.4,695.8542084999935,699.2536765999976,699.2536745899954,0.3015655999915907,699.6982101999893,699.6982101999893,m,0.41470430001209024,701.4118746999884,701.4118746999884,81,1.087,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,1,6,18,1,,,,,,,,5,701.4118746999884,706.414128599994,706.4143551900008,0.2995787999971071,706.859126299998,706.859126299998,n,0.5048824999976205,711.9880534999975,711.9880534999975,7,4.429,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,1,7,19,8,,,,,,,,3.8,711.9880534999975,715.7910035999957,715.791017990002,0.3003171000018483,716.235073399992,716.235073399992,m,0.5274625000020023,718.4242745999945,718.4242745999945,81,1.463,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,1,8,20,4,,,,,,,,5,718.4242745999945,723.4300020999945,723.4300819899902,0.3026659000024665,723.8757217999955,723.8757217999955,n,0.5356917000171961,726.4603499999939,726.4603499999939,8,1.822,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,1,9,21,0,,,,,,,,4.6,726.4603499999939,731.0633794000023,731.0634242899935,0.3050680000014836,731.511067799991,731.511067799991,n,0.7911233000049833,734.5439344999904,734.5439344999904,8,2.039,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,1,10,22,5,,,,,,,,3.7,734.5439344999904,738.2442524999933,738.244435589989,0.3005451999924844,738.6887837999966,738.6887837999966,m,0.4831457000109367,742.1144280000008,742.1144280000008,78,2.727,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,5,5,5,1,11,23,10,,,,,,,,4,742.1144280000008,746.1135969999887,746.1136200899884,0.2996988999948371,746.5578423999978,746.5578423999978,m,0.48552050000580493,748.7602465999953,748.7602465999953,87,1.518,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,6,6,6,0,0,0,2,,,,,,,,3.2,748.7602465999953,751.9612418999895,751.9612509899991,0.29970160000084434,752.4042869999976,752.4042869999976,n,0.4606771000107983,754.6230356000015,754.6230356000015,8,1.554,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,6,6,6,0,1,1,3,,,,,,,,4.9,754.6230356000015,759.5246743999887,759.5246082899932,0.2996329000015976,759.9670112000022,759.9670112000022,m,0.4553643999970518,761.8112312000012,761.8112312000012,83,1.178,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,6,6,6,0,2,2,1,,,,,,,,4.7,761.8112312000012,766.5115940999967,766.5116083899877,0.30167739999888,766.9561355999904,766.9561355999904,m,0.7774270000081742,768.8562202999892,768.8562202999892,90,0.926,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,6,6,6,0,3,3,0,,,,,,,,3.6,768.8562202999892,772.4568418999988,772.4569568899999,0.3049732000072254,772.9082875000022,772.9082875000022,n,0.9969334000197705,775.5989084999892,775.5989084999892,16,1.469,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,6,6,6,1,0,4,0,,,,,,,,3,775.5989084999892,778.6035031999927,778.6033431899953,0.305104900005972,779.0474438999954,779.0474438999954,n,0.5000514000130352,781.2870245999948,781.2870245999948,11,1.518,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,6,6,6,1,1,5,3,,,,,,,,3.5,781.2870245999948,784.7915231999941,784.7915439899909,0.3050878000067314,785.2358042999986,785.2358042999986,m,0.7159408000152325,787.7236793999909,787.7236793999909,79,1.56,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,6,6,6,1,2,6,2,,,,,,,,4.7,787.7236793999909,792.4244036000018,792.4244341900005,0.30503640000824817,792.8688173999981,792.8688173999981,n,0.47638810001080856,796.7485422999889,796.7485422999889,6,3.199,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,6,6,6,1,3,7,1,,,,,,,,4.5,796.7485422999889,801.2518830999907,801.2537512899974,0.30389139999169856,801.6962039999926,801.6962039999926,m,1.0314860000071349,805.8083864999935,805.8083864999935,85,2.865,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,6,6,6,2,0,8,2,,,,,,,,4.1,805.8083864999935,809.9125845999952,809.9126155899969,0.304940500005614,810.3572354999924,810.3572354999924,n,0.4333896000025561,813.5543685000011,813.5543685000011,3,2.538,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,6,6,6,2,1,9,3,,,,,,,,4.1,813.5543685000011,817.6569979999913,817.6570616899946,0.3047614000097383,818.1011748000019,818.1011748000019,m,0.454189200012479,820.4544059999898,820.4544059999898,85,1.698,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,6,6,6,2,2,10,1,,,,,,,,4.7,820.4544059999898,825.1575025999919,825.1575838899983,0.3050137999962317,825.6053582000022,825.6053582000022,m,0.5497840000170982,828.0263617000019,828.0263617000019,93,1.672,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,6,6,6,2,3,11,0,,,,,,,,3.5,828.0263617000019,831.5263363999984,831.5262906899982,0.29942539999319706,831.9640780999907,831.9640780999907,n,0.41703470001812093,833.3302018999966,833.3302018999966,10,0.74,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,0,0,0,6,,,,,,,,3.2,833.3302018999966,836.5337650000001,836.533881089995,0.30561880000459496,836.9826783999888,836.9826783999888,n,0.5909292000142159,839.3219625999918,839.3219625999918,15,1.525,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,0,1,1,7,,,,,,,,4.7,839.3219625999918,844.0211011999927,844.0212679899953,0.29908830000204034,844.4590895000001,844.4590895000001,n,0.4527576999971643,848.298421799991,848.298421799991,6,3.179,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,0,2,2,9,,,,,,,,3.2,848.298421799991,851.5009073999972,851.5008564900011,0.3001571999920998,851.9453170999914,851.9453170999914,n,0.4459870000137016,853.6668816999882,853.6668816999882,9,1.053,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,0,3,3,2,,,,,,,,3.2,853.6668816999882,856.8695922999905,856.8696913900014,0.29945190000580624,857.3080137999932,857.3080137999932,m,0.5503859000164084,859.656192399998,859.656192399998,86,1.603,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,0,4,4,5,,,,,,,,3.2,859.656192399998,862.8564409999963,862.8565819899916,0.3049526000104379,863.3006046999944,863.3006046999944,n,0.5499421000131406,866.6211340000009,866.6211340000009,7,2.574,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,0,5,5,4,,,,,,,,3.2,866.6211340000009,869.822565399998,869.8226070899939,0.299796300008893,870.2654203999991,870.2654203999991,m,0.5978311000071699,872.2294116999983,872.2294116999983,90,1.155,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,0,6,6,10,,,,,,,,3,872.2294116999983,875.2328754999908,875.2330145900007,0.30508210000698455,875.6773308999982,875.6773308999982,n,0.5447994000132894,878.5234177999955,878.5234177999955,8,2.081,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,0,7,7,0,,,,,,,,4.9,878.5234177999955,883.4283638999914,883.428391189994,0.3076415999967139,883.8802995000005,883.8802995000005,n,1.4333833000127925,886.0939306999935,886.0939306999935,30,0.575,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,0,8,8,3,,,,,,,,4.3,886.0939306999935,890.394458499999,890.3945535899941,0.3048642999929143,890.8426566999988,890.8426566999988,m,0.5923104000103194,893.2026832999982,893.2026832999982,61,1.573,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,0,9,9,1,,,,,,,,3.5,893.2026832999982,896.7076241999894,896.7078073900004,0.3049641000106931,897.1520677999943,897.1520677999943,m,0.7909395000169752,899.3547259999905,899.3547259999905,87,1.206,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,0,10,10,8,,,,,,,,3.4,899.3547259999905,902.7577784000023,902.7573158900007,0.30506050000258256,903.2015309999988,903.2015309999988,n,0.509436000007554,904.9947390000016,904.9947390000016,7,1.06,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,0,11,11,11,,,,,,,,3.5,904.9947390000016,908.4939245999994,908.4938424899985,0.3016521000099601,908.9383765999955,908.9383765999955,m,0.4539186000038171,911.4791771000018,911.4791771000018,89,1.874,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,1,0,12,6,,,,,,,,4.6,911.4791771000018,916.0780991999927,916.0782753899941,0.30258560000220314,916.5235409000015,916.5235409000015,n,0.5060355000168784,919.292000299989,919.292000299989,7,2.053,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
