cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,choice_pain.stopped,Choice.stopped,key_resp_3.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,0,1,1,8,,,,,,,,3.7,654.9141639,658.6185226,658.6175519,0.3050838,659.0688978,659.0688978,m,1.0032273,662.2318425,662.2318425,66,2.099,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,0,2,2,7,,,,,,,,3.6,662.2318425,665.833591,665.8332712,0.2990824,666.2721523,666.2721523,m,1.2963279,670.9748217,670.9748217,61,3.335,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,0,3,3,3,,,,,,,,4.2,670.9748217,675.1750004,675.1746455,0.3051774,675.6191222,675.6191222,n,1.0043255,678.7075777,678.7075777,23,2.011,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,0,4,4,5,,,,,,,,4.2,678.7075777,682.9122671,682.9120676,0.3052943,683.3598623,683.3598623,m,1.0847696,686.6960624,686.6960624,62,2.191,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,0,5,5,6,,,,,,,,3.5,686.6960624,690.1978236,690.197511,0.3053063,690.6459898,690.6459898,m,0.7337625,693.0080622,693.0080622,73,1.56,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,0,6,6,9,,,,,,,,4.7,693.0080622,697.7128557,697.7124568,0.305319,698.1571175,698.1571175,m,0.7106335,700.7117076,700.7117076,69,1.76,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,0,7,7,4,,,,,,,,4.3,700.7117076,705.0123667,705.0119947,0.3051071,705.4563171,705.4563171,n,0.7261324,708.3328796,708.3328796,30,2.072,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,0,8,8,10,,,,,,,,3.3,708.3328796,711.6382016,711.6378099,0.305107,712.0866781,712.0866781,m,0.6393247,715.3627665,715.3627665,51,2.566,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,0,9,9,0,,,,,,,,3.4,715.3627665,718.7638503,718.763381,0.3051048,719.2078463,719.2078463,n,0.644257,722.3458991,722.3458991,30,2.436,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,0,10,10,2,,,,,,,,4.1,722.3458991,726.4456941,726.4451546,0.3051012,726.8966791,726.8966791,n,0.7060017,729.8862146,729.8862146,29,2.233,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,0,11,11,1,,,,,,,,3.6,729.8862146,733.487635,733.4875734,0.3046737,733.9319397,733.9319397,n,0.9557982,736.7765958,736.7765958,27,1.817,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,1,0,12,8,,,,,,,,3.1,736.7765958,739.8773846,739.8771342,0.3052843,740.3217291,740.3217291,m,0.9158198,744.6849338,744.6849338,59,3.372,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,1,1,13,1,,,,,,,,3.1,744.6849338,747.7881746,747.787768,0.305251,748.2325803,748.2325803,n,0.719689,752.0175801,752.0175801,36,3.004,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,1,2,14,3,,,,,,,,3.5,752.0175801,755.5185314,755.5181173,0.3053164,755.9657475,755.9657475,n,1.0676634,758.4428892,758.4428892,30,1.325,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,1,3,15,10,,,,,,,,3.5,758.4428892,761.9448881,761.9428102,0.30522,762.3911673,762.3911673,m,0.771666,766.081769,766.081769,62,2.844,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,1,4,16,11,,,,,,,,4.3,766.081769,770.3810753,770.3807965,0.2997716,770.8256261,770.8256261,n,0.6886237,774.2305219,774.2305219,22,2.643,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,1,5,17,9,,,,,,,,3.9,774.2305219,778.1321111,778.1318413,0.3053467,778.5765809,778.5765809,m,0.6910983,781.5476701,781.5476701,59,2.213,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,1,6,18,2,,,,,,,,4,781.5476701,785.5496651,785.5494232,0.3054921,785.9981264,785.9981264,n,1.0104799,789.0265224,789.0265224,23,1.934,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,1,7,19,5,,,,,,,,4.1,789.0265224,793.1273439,793.1270074,0.305131,793.5750812,793.5750812,m,0.8846563,796.839353,796.839353,64,2.316,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,1,8,20,7,,,,,,,,4.6,796.839353,801.4405452,801.4403156,0.3050879,801.8848803,801.8848803,m,0.8249346,806.3308191,806.3308191,61,3.56,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,1,9,21,6,,,,,,,,4.5,806.3308191,810.8308751,810.8304997,0.3051799,811.27761,811.27761,m,1.5655063,815.7768677,815.7768677,62,2.858,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,1,10,22,4,,,,,,,,4.2,815.7768677,819.9773386,819.9770508,0.3055914,820.4216331,820.4216331,n,1.7668364,824.786671,824.786671,37,2.53,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_7,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,4,4,4,1,11,23,0,,,,,,,,4.3,824.786671,829.0899286,829.0898058,0.3046637,829.5340612,829.5340612,m,0.7774005,832.9858407,832.9858407,62,2.595,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,5,5,5,0,0,0,3,,,,,,,,4.6,832.9858407,837.5912579,837.5910006,0.3046497,838.0350993,838.0350993,m,0.7808417,841.8704605,841.8704605,65,2.978,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,5,5,5,0,1,1,2,,,,,,,,5,841.8704605,846.8701619,846.8696662,0.3056243,847.3177389,847.3177389,n,0.9878383,849.9389361,849.9389361,32,1.567,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,5,5,5,0,2,2,1,,,,,,,,3.8,849.9389361,853.7386377,853.7385165,0.3049643,854.1829693,854.1829693,m,0.8408238,857.3208253,857.3208253,66,2.234,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,5,5,5,0,3,3,0,,,,,,,,3.9,857.3208253,861.2259512,861.225642,0.3048623,861.6700503,861.6700503,n,1.2514142,865.2621025,865.2621025,38,2.275,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,5,5,5,1,0,4,2,,,,,,,,3.6,865.2621025,868.8657919,868.8655718,0.3053438,869.3141478,869.3141478,n,0.6109289,871.8955442,871.8955442,24,1.885,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,5,5,5,1,1,5,1,,,,,,,,4.8,871.8955442,876.6997198,876.6994762,0.304985,877.1439933,877.1439933,m,0.8480146,880.8584386,880.8584386,62,2.803,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,5,5,5,1,2,6,3,,,,,,,,4.2,880.8584386,885.0619109,885.0616053,0.3056195,885.5103396,885.5103396,m,1.4157284,890.0151609,890.0151609,65,3.003,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,5,5,5,1,3,7,0,,,,,,,,3.7,890.0151609,893.716067,893.7157657,0.3051184,894.1605885,894.1605885,n,0.6729327,895.943146,895.943146,20,1.052,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,5,5,5,2,0,8,2,,,,,,,,4.2,895.943146,900.1470382,900.1467911,0.3050621,900.5912563,900.5912563,n,0.6904455,902.6382515,902.6382515,25,1.281,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,5,5,5,2,1,9,3,,,,,,,,4.2,902.6382515,906.8426793,906.8440958,0.3035689,907.2911912,907.2911912,m,0.9592733,910.8190179,910.8190179,63,2.51,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,5,5,5,2,2,10,1,,,,,,,,4.6,910.8190179,915.4198295,915.4195798,0.3050341,915.8644276,915.8644276,m,1.0246154,921.3024228,921.3024228,61,4.337,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_8,prob50_50_4trials.xlsx,3,12,50,50,0,,,,,0,5,5,5,2,3,11,0,,,,,,,,4.8,921.3024228,926.1020356,926.1018793,0.3049516,926.5531011,926.5531011,n,0.8665893,930.0256551,930.0256551,40,2.532,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,0,0,0,11,,,,,,,,4.3,930.0256551,934.3249239,934.3246599,0.2990369,934.765516,934.765516,m,1.0767472,938.0005857,938.0005857,58,2.082,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,0,1,1,6,,,,,,,,3.7,938.0005857,941.7014769,941.7013481,0.3045545,942.1452324,942.1452324,n,0.9324026,945.9085452,945.9085452,37,2.775,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,0,2,2,10,,,,,,,,4.7,945.9085452,950.6117039,950.6114266,0.3052267,951.063077,951.063077,n,0.673684,953.4201128,953.4201128,19,1.605,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,0,3,3,3,,,,,,,,3.1,953.4201128,956.5227531,956.522433,0.3050721,956.969193,956.969193,None,,961.2190659,961.2190659,63,1.732,,,959.4361477,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,0,4,4,7,,,,,,,,4.6,961.2190659,965.8219053,965.8215158,0.3052111,966.2660791,966.2660791,n,0.743858,969.9269544,969.9269544,33,2.858,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,0,5,5,9,,,,,,,,3.8,969.9269544,973.7326088,973.7322924,0.3050423,974.1805288,974.1805288,n,0.626024,977.5809224,977.5809224,28,2.692,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,0,6,6,1,,,,,,,,4.8,977.5809224,982.3863939,982.3860512,0.3051552,982.8307298,982.8307298,m,0.8263374,986.9285491,986.9285491,63,3.199,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,0,7,7,8,,,,,,,,4.2,986.9285491,991.1308722,991.1306248,0.3056522,991.5779775,991.5779775,n,0.6161896,993.3682785,993.3682785,42,1.101,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,0,8,8,0,,,,,,,,4.9,993.3682785,998.2705824,998.2705295,0.304845,998.7171729,998.7171729,m,0.5918318,1001.165948,1001.165948,63,1.795,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,0,9,9,4,,,,,,,,4.7,1001.165948,1005.868354,1005.868134,0.3051245,1006.312507,1006.312507,n,1.1584564,1010.641873,1010.641873,44,3.101,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,0,10,10,5,,,,,,,,4.6,1010.641873,1015.244968,1015.244638,0.3003435,1015.689307,1015.689307,n,0.6399101,1018.744273,1018.744273,12,2.336,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,0,11,11,2,,,,,,,,3.6,1018.744273,1022.349558,1022.349318,0.3051885,1022.793708,1022.793708,m,1.3851411,1028.39375,1028.39375,63,4.148,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,1,0,12,0,,,,,,,,3.2,1028.39375,1031.593658,1031.593375,0.3052411,1032.037991,1032.037991,m,0.921081,1034.882012,1034.882012,60,1.846,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,1,1,13,10,,,,,,,,3.9,1034.882012,1038.782397,1038.782225,0.3049164,1039.233447,1039.233447,n,0.5571837,1041.847138,1041.847138,15,1.995,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,1,2,14,6,,,,,,,,5,1041.847138,1046.852908,1046.852613,0.305456,1047.301218,1047.301218,n,0.6904123,1049.83808,1049.83808,18,1.774,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,1,3,15,4,,,,,,,,4,1049.83808,1053.839861,1053.839582,0.3049253,1054.288074,1054.288074,m,1.0976887,1058.770927,1058.770927,57,3.303,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,1,4,16,5,,,,,,,,4.9,1058.770927,1063.674064,1063.673754,0.3012659,1064.118797,1064.118797,n,0.6015562,1066.71171,1066.71171,24,1.92,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,1,5,17,3,,,,,,,,3.4,1066.71171,1070.112619,1070.112357,0.3048752,1070.556677,1070.556677,m,0.8642322,1073.023202,1073.023202,55,1.546,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,1,6,18,2,,,,,,,,3.1,1073.023202,1076.126946,1076.126649,0.3049999,1076.570981,1076.570981,m,0.6485908,1079.016307,1079.016307,64,1.711,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,1,7,19,7,,,,,,,,4.2,1079.016307,1083.218045,1083.217705,0.3051661,1083.666559,1083.666559,n,1.2642453,1086.015746,1086.015746,40,1.003,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,1,8,20,1,,,,,,,,4.5,1086.015746,1090.517889,1090.517486,0.3061879,1090.965028,1090.965028,m,0.8813476,1093.253866,1093.253866,64,1.33,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,1,9,21,8,,,,,,,,3.4,1093.253866,1096.657095,1096.656893,0.3051478,1097.101381,1097.101381,n,0.7318154,1100.315324,1100.315324,38,2.421,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,1,10,22,9,,,,,,,,3.6,1100.315324,1103.914897,1103.914953,0.3043888,1104.358992,1104.358992,n,0.5983859,1106.789926,1106.789926,23,1.755,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,1,11,23,11,,,,,,,,3.8,1106.789926,1110.591007,1110.58937,0.3053885,1111.036063,1111.036063,m,0.7439929,1113.339338,1113.339338,65,1.496,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,2,0,24,0,,,,,,,,3.6,1113.339338,1116.944607,1116.944334,0.3014896,1117.388895,1117.388895,m,1.1957548,1121.664858,1121.664858,63,3.002,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,2,1,25,7,,,,,,,,4.4,1121.664858,1126.07033,1126.070062,0.3050437,1126.518304,1126.518304,n,0.6570812,1129.269163,1129.269163,27,2.033,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,2,2,26,10,,,,,,,,3.9,1129.269163,1133.168419,1133.168292,0.3049319,1133.61269,1133.61269,n,0.7477128,1137.325416,1137.325416,23,2.887,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,6,6,6,2,3,27,11,,,,,,,,3.7,1137.325416,1141.030433,1141.030233,0.3050678,1141.474681,1141.474681,m,0.7959222,1145.168783,1145.168783,60,2.833,,,,sub-036,130,200,700,bloc_loopcontinue.csv,2023-07-05_10h45.44.119,PainUncertainty,2022.2.5,144.0994863
